text,query,timestamp,createdAt
Hoje eu só  tô vivo graças a maracujina,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Tue Aug 03 2021 01:46:09 GMT-0300 (Brasilia Standard Time)
RT @dougraz: Argentina perdendo até quando ganha #Tokyo2020,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Tue Aug 03 2021 00:58:19 GMT-0300 (Brasilia Standard Time)
"O governador Gladson Cameli voltou a confirmar a realização de novos concursos no Acre, assim que equilibrar o limi… https://t.co/JpMSiB1wpZ",cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Mon Aug 02 2021 14:50:28 GMT-0300 (Brasilia Standard Time)
Cadastro de reserva da PM fazem protesto na Aleac e cobram convocação do governo Gladson Cameli https://t.co/SOG40oPQVI,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Mon Aug 02 2021 13:28:10 GMT-0300 (Brasilia Standard Time)
RT @talesofmystory: O maior indicador de crise econômica aguda de um país é ver McDonalds ser listado como luxo,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Mon Aug 02 2021 07:08:14 GMT-0300 (Brasilia Standard Time)
RT @dimacgarcia: AC - Mailza Gomes (PP) assumiu o cargo na renúncia de Gladson Cameli (PP). Elá é uma das senadoras que deixam o Senado em…,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Sun Aug 01 2021 22:04:58 GMT-0300 (Brasilia Standard Time)
RT @dimacgarcia: AC - Mailza Gomes (PP) assumiu o cargo na renúncia de Gladson Cameli (PP). Elá é uma das senadoras que deixam o Senado em…,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Sun Aug 01 2021 18:16:17 GMT-0300 (Brasilia Standard Time)
Gladson Cameli garante apoio institucional do governo a evento de aeromodelismo https://t.co/fHB6Ae8wPM,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Sun Aug 01 2021 12:22:57 GMT-0300 (Brasilia Standard Time)
Gladson Cameli garante apoio institucional do governo a evento de aeromodelismo https://t.co/L5H4Io4V7i,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Sun Aug 01 2021 11:06:59 GMT-0300 (Brasilia Standard Time)
Viciado em olimpíadas agora,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Sun Aug 01 2021 06:44:34 GMT-0300 (Brasilia Standard Time)
"RT @sportsbetiobr: 🚨🚨URGENTE🚨🚨

CONFIRMADO MAIS UM CASO DE EBOLA EM TOKIO! 😳🩺

EBOLA NO CHÃO DA FRANÇA 🇫🇷🇫🇷🤢🤢KKKKKKKKK😂🤣😂🤣🏐🏐🏐🏐🏐🏐🏐🏐

ALÔ📞📞📞…",cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Sun Aug 01 2021 02:21:54 GMT-0300 (Brasilia Standard Time)
Lucarelli é um monstro.,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Sun Aug 01 2021 01:52:52 GMT-0300 (Brasilia Standard Time)
RT @defensoria_acre: A Defensoria Pública do Estado do Acre apoia a campanha Doe Agasalhos realizada pela SEASDHM e Gabinete da primeira-da…,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Sat Jul 31 2021 20:02:50 GMT-0300 (Brasilia Standard Time)
RT @tamycontro: Tá feliz Rayssa? https://t.co/roYzsBAVs6,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Sat Jul 31 2021 01:59:14 GMT-0300 (Brasilia Standard Time)
Velho o gladson cameli é a pessoa mais humana q ja vi governar algo serioo mt fofo,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Sat Jul 31 2021 01:10:01 GMT-0300 (Brasilia Standard Time)
morrendo de dor de cabeça e um mega evento de político do lado da minha casa pelo menos era o doutor gladson cameli,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Fri Jul 30 2021 20:04:58 GMT-0300 (Brasilia Standard Time)
Gladson Cameli prestigia troca de comando do Corpo de Bombeiros em Cruzeiro do Sul https://t.co/Mrwb5ZloMa,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Fri Jul 30 2021 17:51:49 GMT-0300 (Brasilia Standard Time)
"RT @ouvovozes: eu sou a favor da MEGA OLIMPIADAS

todos os atletas dopados, experiencia em humanos feita pela russia, corredor com perna bi…",cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Fri Jul 30 2021 17:16:30 GMT-0300 (Brasilia Standard Time)
Gladson Cameli prestigia troca de comando do Corpo de Bombeiros em Cruzeiro do Sul https://t.co/XLXql9YscL,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Fri Jul 30 2021 17:04:47 GMT-0300 (Brasilia Standard Time)
"A primeira-dama do Acre, Ana Paula Cameli, assinou o memorando de entendimento com o @unicefbrasil que firma a cola… https://t.co/EhI8lvenId",cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Fri Jul 30 2021 12:23:03 GMT-0300 (Brasilia Standard Time)
RT @kokz_v: brasil país do skate https://t.co/x63zylgomc,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Fri Jul 30 2021 12:04:48 GMT-0300 (Brasilia Standard Time)
"Governador Gladson Cameli participou de cerimônia de inauguração da sede do Tribunal Regional Eleitoral do Acre, ne… https://t.co/CPg1F398P3",cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Thu Jul 29 2021 19:39:02 GMT-0300 (Brasilia Standard Time)
RT @RandonadmM: atleta brasileiro ganha medalha na olimpíadas recebendo um caldo de cana e um pastel de investimento,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Thu Jul 29 2021 10:58:41 GMT-0300 (Brasilia Standard Time)
Eu só queria ter alguma coisa pra fazer,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Thu Jul 29 2021 10:55:31 GMT-0300 (Brasilia Standard Time)
Tá voltando o tédio de férias,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Thu Jul 29 2021 10:55:16 GMT-0300 (Brasilia Standard Time)
"UNICEF destaca para o mundo consolidação de parceria assinada por Ana Paula Cameli, via Selo https://t.co/akqak6Ms0j",cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Thu Jul 29 2021 09:57:56 GMT-0300 (Brasilia Standard Time)
"Governado pelo bolsonarista Gladson Cameli, Acre volta a ter, com 70%, maior aumento na média móvel de mortes no Br… https://t.co/hRPRmm9qUg",cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Wed Jul 28 2021 22:56:00 GMT-0300 (Brasilia Standard Time)
Gladson Cameli reafirma parcerias do Estado com prefeituras de Porto Acre e Senador Guiomard https://t.co/tqPaRQP8oK,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Wed Jul 28 2021 18:11:15 GMT-0300 (Brasilia Standard Time)
"O governador recebeu os prefeitos e reforçou a união de esforços pelos municípios,  principalmente nas ações de inf… https://t.co/rJXJ9d6rXN",cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Wed Jul 28 2021 17:55:57 GMT-0300 (Brasilia Standard Time)
@dylngrf CAMELI SUPERIOE,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Wed Jul 28 2021 16:33:38 GMT-0300 (Brasilia Standard Time)
@dylngrf nadie pq cameli es real 💞💞💞,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Wed Jul 28 2021 16:25:29 GMT-0300 (Brasilia Standard Time)
"Em 2022, no Acre, uma terceira via será muito necessária diante da péssima qualidade dos dois candidatos que polari… https://t.co/cORmSeJCyI",cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Wed Jul 28 2021 14:43:17 GMT-0300 (Brasilia Standard Time)
A Defensoria Pública do Estado do Acre apoia a campanha Doe Agasalhos realizada pela SEASDHM e Gabinete da primeira… https://t.co/jVN6WdadYb,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Wed Jul 28 2021 14:41:01 GMT-0300 (Brasilia Standard Time)
Cadê o crl do frio ???,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Wed Jul 28 2021 12:25:36 GMT-0300 (Brasilia Standard Time)
Gladson Cameli recebe presidente do BNDES no Juruá https://t.co/exB8mmUu3M,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Tue Jul 27 2021 18:46:39 GMT-0300 (Brasilia Standard Time)
VÍDEO Governador Gladson Cameli faz elogios a atual gestão do BNDES: “O Acre precisa de vocês” https://t.co/0jwlb21FG6,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Tue Jul 27 2021 18:01:20 GMT-0300 (Brasilia Standard Time)
RT @camauricios: governador gladson cameli compre um frio imediatamente,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Tue Jul 27 2021 17:56:39 GMT-0300 (Brasilia Standard Time)
"Em vídeo que viralizou na internet, Gladson Cameli fala com quem não apita nada na Saúde e foi exonerado pelo própr… https://t.co/kYrR16l7Vr",cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Tue Jul 27 2021 17:29:05 GMT-0300 (Brasilia Standard Time)
RT @camauricios: governador gladson cameli compre um frio imediatamente,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Tue Jul 27 2021 15:00:11 GMT-0300 (Brasilia Standard Time)
RT @camauricios: governador gladson cameli compre um frio imediatamente,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Tue Jul 27 2021 14:54:08 GMT-0300 (Brasilia Standard Time)
governador gladson cameli compre um frio imediatamente,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Tue Jul 27 2021 14:46:26 GMT-0300 (Brasilia Standard Time)
Gladson Cameli recebe presidente do BNDES no Juruá https://t.co/6Nw9jJI3as,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Tue Jul 27 2021 10:43:30 GMT-0300 (Brasilia Standard Time)
RT @legadaodamassa: EU NUNCA MAIS VOU COMER COMIDA JAPONESA NA MINHA VIDA,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Tue Jul 27 2021 00:33:05 GMT-0300 (Brasilia Standard Time)
A apropriação cultural mais feia que esse país tem https://t.co/iAVkexxmN0,cameli,Tue Aug 03 2021 09:13:08 GMT-0300 (Brasilia Standard Time),Tue Jul 27 2021 00:17:16 GMT-0300 (Brasilia Standard Time)
