text,query,timestamp,createdAt
"O governador Gladson Cameli voltou a confirmar a realização de novos concursos no Acre, assim que equilibrar o limi… https://t.co/JpMSiB1wpZ",cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Mon Aug 02 2021 14:50:28 GMT-0300 (Brasilia Standard Time)
Cadastro de reserva da PM fazem protesto na Aleac e cobram convocação do governo Gladson Cameli https://t.co/SOG40oPQVI,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Mon Aug 02 2021 13:28:10 GMT-0300 (Brasilia Standard Time)
RT @talesofmystory: O maior indicador de crise econômica aguda de um país é ver McDonalds ser listado como luxo,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Mon Aug 02 2021 07:08:14 GMT-0300 (Brasilia Standard Time)
RT @dimacgarcia: AC - Mailza Gomes (PP) assumiu o cargo na renúncia de Gladson Cameli (PP). Elá é uma das senadoras que deixam o Senado em…,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Sun Aug 01 2021 22:04:58 GMT-0300 (Brasilia Standard Time)
RT @dimacgarcia: AC - Mailza Gomes (PP) assumiu o cargo na renúncia de Gladson Cameli (PP). Elá é uma das senadoras que deixam o Senado em…,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Sun Aug 01 2021 18:16:17 GMT-0300 (Brasilia Standard Time)
Gladson Cameli garante apoio institucional do governo a evento de aeromodelismo https://t.co/fHB6Ae8wPM,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Sun Aug 01 2021 12:22:57 GMT-0300 (Brasilia Standard Time)
Gladson Cameli garante apoio institucional do governo a evento de aeromodelismo https://t.co/L5H4Io4V7i,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Sun Aug 01 2021 11:06:59 GMT-0300 (Brasilia Standard Time)
Viciado em olimpíadas agora,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Sun Aug 01 2021 06:44:34 GMT-0300 (Brasilia Standard Time)
"RT @sportsbetiobr: 🚨🚨URGENTE🚨🚨

CONFIRMADO MAIS UM CASO DE EBOLA EM TOKIO! 😳🩺

EBOLA NO CHÃO DA FRANÇA 🇫🇷🇫🇷🤢🤢KKKKKKKKK😂🤣😂🤣🏐🏐🏐🏐🏐🏐🏐🏐

ALÔ📞📞📞…",cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Sun Aug 01 2021 02:21:54 GMT-0300 (Brasilia Standard Time)
Lucarelli é um monstro.,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Sun Aug 01 2021 01:52:52 GMT-0300 (Brasilia Standard Time)
RT @defensoria_acre: A Defensoria Pública do Estado do Acre apoia a campanha Doe Agasalhos realizada pela SEASDHM e Gabinete da primeira-da…,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Sat Jul 31 2021 20:02:50 GMT-0300 (Brasilia Standard Time)
RT @tamycontro: Tá feliz Rayssa? https://t.co/roYzsBAVs6,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Sat Jul 31 2021 01:59:14 GMT-0300 (Brasilia Standard Time)
Velho o gladson cameli é a pessoa mais humana q ja vi governar algo serioo mt fofo,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Sat Jul 31 2021 01:10:01 GMT-0300 (Brasilia Standard Time)
morrendo de dor de cabeça e um mega evento de político do lado da minha casa pelo menos era o doutor gladson cameli,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Fri Jul 30 2021 20:04:58 GMT-0300 (Brasilia Standard Time)
Gladson Cameli prestigia troca de comando do Corpo de Bombeiros em Cruzeiro do Sul https://t.co/Mrwb5ZloMa,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Fri Jul 30 2021 17:51:49 GMT-0300 (Brasilia Standard Time)
"RT @ouvovozes: eu sou a favor da MEGA OLIMPIADAS

todos os atletas dopados, experiencia em humanos feita pela russia, corredor com perna bi…",cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Fri Jul 30 2021 17:16:30 GMT-0300 (Brasilia Standard Time)
Gladson Cameli prestigia troca de comando do Corpo de Bombeiros em Cruzeiro do Sul https://t.co/XLXql9YscL,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Fri Jul 30 2021 17:04:47 GMT-0300 (Brasilia Standard Time)
"A primeira-dama do Acre, Ana Paula Cameli, assinou o memorando de entendimento com o @unicefbrasil que firma a cola… https://t.co/EhI8lvenId",cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Fri Jul 30 2021 12:23:03 GMT-0300 (Brasilia Standard Time)
RT @kokz_v: brasil país do skate https://t.co/x63zylgomc,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Fri Jul 30 2021 12:04:48 GMT-0300 (Brasilia Standard Time)
"Governador Gladson Cameli participou de cerimônia de inauguração da sede do Tribunal Regional Eleitoral do Acre, ne… https://t.co/CPg1F398P3",cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Thu Jul 29 2021 19:39:02 GMT-0300 (Brasilia Standard Time)
RT @RandonadmM: atleta brasileiro ganha medalha na olimpíadas recebendo um caldo de cana e um pastel de investimento,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Thu Jul 29 2021 10:58:41 GMT-0300 (Brasilia Standard Time)
Eu só queria ter alguma coisa pra fazer,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Thu Jul 29 2021 10:55:31 GMT-0300 (Brasilia Standard Time)
Tá voltando o tédio de férias,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Thu Jul 29 2021 10:55:16 GMT-0300 (Brasilia Standard Time)
"UNICEF destaca para o mundo consolidação de parceria assinada por Ana Paula Cameli, via Selo https://t.co/akqak6Ms0j",cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Thu Jul 29 2021 09:57:56 GMT-0300 (Brasilia Standard Time)
"Governado pelo bolsonarista Gladson Cameli, Acre volta a ter, com 70%, maior aumento na média móvel de mortes no Br… https://t.co/hRPRmm9qUg",cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Wed Jul 28 2021 22:56:00 GMT-0300 (Brasilia Standard Time)
Gladson Cameli reafirma parcerias do Estado com prefeituras de Porto Acre e Senador Guiomard https://t.co/tqPaRQP8oK,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Wed Jul 28 2021 18:11:15 GMT-0300 (Brasilia Standard Time)
"O governador recebeu os prefeitos e reforçou a união de esforços pelos municípios,  principalmente nas ações de inf… https://t.co/rJXJ9d6rXN",cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Wed Jul 28 2021 17:55:57 GMT-0300 (Brasilia Standard Time)
@dylngrf CAMELI SUPERIOE,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Wed Jul 28 2021 16:33:38 GMT-0300 (Brasilia Standard Time)
@dylngrf nadie pq cameli es real 💞💞💞,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Wed Jul 28 2021 16:25:29 GMT-0300 (Brasilia Standard Time)
"Em 2022, no Acre, uma terceira via será muito necessária diante da péssima qualidade dos dois candidatos que polari… https://t.co/cORmSeJCyI",cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Wed Jul 28 2021 14:43:17 GMT-0300 (Brasilia Standard Time)
A Defensoria Pública do Estado do Acre apoia a campanha Doe Agasalhos realizada pela SEASDHM e Gabinete da primeira… https://t.co/jVN6WdadYb,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Wed Jul 28 2021 14:41:01 GMT-0300 (Brasilia Standard Time)
Cadê o crl do frio ???,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Wed Jul 28 2021 12:25:36 GMT-0300 (Brasilia Standard Time)
Gladson Cameli recebe presidente do BNDES no Juruá https://t.co/exB8mmUu3M,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Tue Jul 27 2021 18:46:39 GMT-0300 (Brasilia Standard Time)
VÍDEO Governador Gladson Cameli faz elogios a atual gestão do BNDES: “O Acre precisa de vocês” https://t.co/0jwlb21FG6,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Tue Jul 27 2021 18:01:20 GMT-0300 (Brasilia Standard Time)
RT @camauricios: governador gladson cameli compre um frio imediatamente,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Tue Jul 27 2021 17:56:39 GMT-0300 (Brasilia Standard Time)
"Em vídeo que viralizou na internet, Gladson Cameli fala com quem não apita nada na Saúde e foi exonerado pelo própr… https://t.co/kYrR16l7Vr",cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Tue Jul 27 2021 17:29:05 GMT-0300 (Brasilia Standard Time)
RT @camauricios: governador gladson cameli compre um frio imediatamente,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Tue Jul 27 2021 15:00:11 GMT-0300 (Brasilia Standard Time)
RT @camauricios: governador gladson cameli compre um frio imediatamente,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Tue Jul 27 2021 14:54:08 GMT-0300 (Brasilia Standard Time)
governador gladson cameli compre um frio imediatamente,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Tue Jul 27 2021 14:46:26 GMT-0300 (Brasilia Standard Time)
Gladson Cameli recebe presidente do BNDES no Juruá https://t.co/6Nw9jJI3as,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Tue Jul 27 2021 10:43:30 GMT-0300 (Brasilia Standard Time)
RT @legadaodamassa: EU NUNCA MAIS VOU COMER COMIDA JAPONESA NA MINHA VIDA,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Tue Jul 27 2021 00:33:05 GMT-0300 (Brasilia Standard Time)
A apropriação cultural mais feia que esse país tem https://t.co/iAVkexxmN0,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Tue Jul 27 2021 00:17:16 GMT-0300 (Brasilia Standard Time)
"RT @deolhonoagro: Bolsonarista Gladson Cameli é o autor do PL 225/2020, que atinge o Complexo do Rio Gregório, em Tarauacá (AC), onde @rati…",cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Mon Jul 26 2021 23:49:11 GMT-0300 (Brasilia Standard Time)
Gladson Cameli recebe presidente do BNDES no Juruá https://t.co/nVORdgxMsU,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Mon Jul 26 2021 21:02:20 GMT-0300 (Brasilia Standard Time)
Gladson Cameli recebe presidente do BNDES no Juruá https://t.co/xZ9CeL2W0I https://t.co/G0aUv61b32,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Mon Jul 26 2021 19:17:11 GMT-0300 (Brasilia Standard Time)
"O governador Gladson Cameli convidou o presidente do Banco Nacional de Desenvolvimento Econômico e Social (BNDES),… https://t.co/N5wQYyzu1W",cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Mon Jul 26 2021 17:55:55 GMT-0300 (Brasilia Standard Time)
@94sdfyou CAMELI MOS MAMIS,cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Mon Jul 26 2021 15:08:15 GMT-0300 (Brasilia Standard Time)
"Em Plácido de Castro, Gladson Cameli visita obras de ramais e entrega equipamentos para zona rural.

https://t.co/2UCnpzVOeS",cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Mon Jul 26 2021 13:46:43 GMT-0300 (Brasilia Standard Time)
"RT @legadaodamassa: O VÔLEI BRASILEIRO É UMA MÁQUINA DE MOER ARGENTINO, NÃO TEM JEITO

CHORA HERMANOS!!!!!!!! #tokyo2020",cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Mon Jul 26 2021 13:02:04 GMT-0300 (Brasilia Standard Time)
"RT @TVJandaya: Adoro os Eua se fudendo. É meu remédio diário, minha energia semanal, minha inspiração mensal e minha motivação anual. Sua d…",cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Mon Jul 26 2021 10:48:25 GMT-0300 (Brasilia Standard Time)
"@IsaacCh85187562 Bbuza cameli,🤪",cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Mon Jul 26 2021 09:00:34 GMT-0300 (Brasilia Standard Time)
"RT @DEleicoes: #TRAKING #MEDIAPESQUISAS #AVALIAÇÃO #GOVERNADORES
Camilo Santana(CE):71%
Flávio Dino(MA):66%
João Azevêdo(PB):65%
Paulo Câma…",cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Sun Jul 25 2021 23:46:32 GMT-0300 (Brasilia Standard Time)
"RT @deolhonoagro: Bolsonarista Gladson Cameli é o autor do PL 225/2020, que atinge o Complexo do Rio Gregório, em Tarauacá (AC), onde @rati…",cameli,Mon Aug 02 2021 18:04:42 GMT-0300 (Brasilia Standard Time),Sun Jul 25 2021 20:05:02 GMT-0300 (Brasilia Standard Time)
"RT @ricardoborgesma: Empresa de Jair Renan, filho do presidente, é investigada pela Polícia Federal sob a suspeita de tráfico de influência…","""renan filho""",Mon Aug 02 2021 18:04:43 GMT-0300 (Brasilia Standard Time),Mon Aug 02 2021 16:32:02 GMT-0300 (Brasilia Standard Time)
RT @ricardoborgesma: Filho 04 do presidente é próximo de empresários que se reuniram com o ministro do Desenvolvimento e teria ganhado carr…,"""renan filho""",Mon Aug 02 2021 18:04:43 GMT-0300 (Brasilia Standard Time),Mon Aug 02 2021 16:31:19 GMT-0300 (Brasilia Standard Time)
"RT @Toni6215: @o_antagonista Governadores?
Prefeitos?
Carlos Gabas?
Renan Filho?
Barbalho?
Doria?","""renan filho""",Mon Aug 02 2021 18:04:43 GMT-0300 (Brasilia Standard Time),Mon Aug 02 2021 15:27:03 GMT-0300 (Brasilia Standard Time)
