text,query,country,city,userId,username,quote_count,reply_count,retweet_count,favorite_count,timestamp,createdAt
Belivaldo entrega equipamentos para agricultura familiar do Alto Sertão e Sul de Sergipe https://t.co/1Gwh512yH9,belivaldo,,,57341747,governosergipe,,,0,1,Wed Aug 11 2021 17:59:22 GMT-0300 (Brasilia Standard Time),Wed Aug 11 2021 17:22:36 GMT-0300 (Brasilia Standard Time)
"RT @alexispedrao: Laércio Oliveira aliado prioritário de Bolsonaro, Belivaldo e Edvaldo. Votou pelo voto impresso, pela grilagem, pela priv…",belivaldo,,,1419714779082633200,luisa_deda,,,20,0,Wed Aug 11 2021 17:59:22 GMT-0300 (Brasilia Standard Time),Wed Aug 11 2021 14:25:54 GMT-0300 (Brasilia Standard Time)
"RT @alexispedrao: Laércio Oliveira aliado prioritário de Bolsonaro, Belivaldo e Edvaldo. Votou pelo voto impresso, pela grilagem, pela priv…",belivaldo,,,1135694631138730000,aragao_andreh,,,20,0,Wed Aug 11 2021 17:59:22 GMT-0300 (Brasilia Standard Time),Wed Aug 11 2021 14:15:10 GMT-0300 (Brasilia Standard Time)
"RT @alexispedrao: Laércio Oliveira aliado prioritário de Bolsonaro, Belivaldo e Edvaldo. Votou pelo voto impresso, pela grilagem, pela priv…",belivaldo,,,57961683,GeraldoMoraess,,,20,0,Wed Aug 11 2021 17:59:22 GMT-0300 (Brasilia Standard Time),Wed Aug 11 2021 13:43:37 GMT-0300 (Brasilia Standard Time)
"RT @alexispedrao: Laércio Oliveira aliado prioritário de Bolsonaro, Belivaldo e Edvaldo. Votou pelo voto impresso, pela grilagem, pela priv…",belivaldo,,,926232162290028500,Menezes33br,,,20,0,Wed Aug 11 2021 17:59:22 GMT-0300 (Brasilia Standard Time),Wed Aug 11 2021 13:29:50 GMT-0300 (Brasilia Standard Time)
"RT @alexispedrao: Laércio Oliveira aliado prioritário de Bolsonaro, Belivaldo e Edvaldo. Votou pelo voto impresso, pela grilagem, pela priv…",belivaldo,,,73744822,ValberAlmeida,,,20,0,Wed Aug 11 2021 17:59:22 GMT-0300 (Brasilia Standard Time),Wed Aug 11 2021 11:44:45 GMT-0300 (Brasilia Standard Time)
"As mudanças que ocorrerão estarão ligadas ao rompimento com o PT.
 
https://t.co/2gUV54t68u",belivaldo,,,29148889,nenoticias,,,0,1,Wed Aug 11 2021 17:59:22 GMT-0300 (Brasilia Standard Time),Wed Aug 11 2021 11:16:50 GMT-0300 (Brasilia Standard Time)
"RT @alexispedrao: Laércio Oliveira aliado prioritário de Bolsonaro, Belivaldo e Edvaldo. Votou pelo voto impresso, pela grilagem, pela priv…",belivaldo,,,610093966,psolaju,,,20,0,Wed Aug 11 2021 17:59:22 GMT-0300 (Brasilia Standard Time),Wed Aug 11 2021 10:57:49 GMT-0300 (Brasilia Standard Time)
"RT @alexispedrao: Laércio Oliveira aliado prioritário de Bolsonaro, Belivaldo e Edvaldo. Votou pelo voto impresso, pela grilagem, pela priv…",belivaldo,,,67173827,sxpxtxx,,,20,0,Wed Aug 11 2021 17:59:22 GMT-0300 (Brasilia Standard Time),Wed Aug 11 2021 10:42:25 GMT-0300 (Brasilia Standard Time)
"RT @alexispedrao: Laércio Oliveira aliado prioritário de Bolsonaro, Belivaldo e Edvaldo. Votou pelo voto impresso, pela grilagem, pela priv…",belivaldo,,,350556475,rrivia_,,,20,0,Wed Aug 11 2021 17:59:22 GMT-0300 (Brasilia Standard Time),Wed Aug 11 2021 09:55:37 GMT-0300 (Brasilia Standard Time)
"RT @alexispedrao: Laércio Oliveira aliado prioritário de Bolsonaro, Belivaldo e Edvaldo. Votou pelo voto impresso, pela grilagem, pela priv…",belivaldo,,,235825188,alissoooooooo,,,20,0,Wed Aug 11 2021 17:59:22 GMT-0300 (Brasilia Standard Time),Wed Aug 11 2021 09:21:45 GMT-0300 (Brasilia Standard Time)
"RT @alexispedrao: Laércio Oliveira aliado prioritário de Bolsonaro, Belivaldo e Edvaldo. Votou pelo voto impresso, pela grilagem, pela priv…",belivaldo,,,84743653,lula_passos,,,20,0,Wed Aug 11 2021 17:59:22 GMT-0300 (Brasilia Standard Time),Wed Aug 11 2021 09:17:01 GMT-0300 (Brasilia Standard Time)
"RT @alexispedrao: Laércio Oliveira aliado prioritário de Bolsonaro, Belivaldo e Edvaldo. Votou pelo voto impresso, pela grilagem, pela priv…",belivaldo,,,49630484,marmotapoc,,,20,0,Wed Aug 11 2021 17:59:22 GMT-0300 (Brasilia Standard Time),Wed Aug 11 2021 09:12:28 GMT-0300 (Brasilia Standard Time)
"RT @alexispedrao: Laércio Oliveira aliado prioritário de Bolsonaro, Belivaldo e Edvaldo. Votou pelo voto impresso, pela grilagem, pela priv…",belivaldo,,,353926652,maluvshumanos,,,20,0,Wed Aug 11 2021 17:59:22 GMT-0300 (Brasilia Standard Time),Wed Aug 11 2021 08:45:17 GMT-0300 (Brasilia Standard Time)
"RT @alexispedrao: Laércio Oliveira aliado prioritário de Bolsonaro, Belivaldo e Edvaldo. Votou pelo voto impresso, pela grilagem, pela priv…",belivaldo,,,1310601485277974500,LinekerMatheus5,,,20,0,Wed Aug 11 2021 17:59:22 GMT-0300 (Brasilia Standard Time),Wed Aug 11 2021 08:41:48 GMT-0300 (Brasilia Standard Time)
"RT @alexispedrao: Laércio Oliveira aliado prioritário de Bolsonaro, Belivaldo e Edvaldo. Votou pelo voto impresso, pela grilagem, pela priv…",belivaldo,,,94343853,gcardoso_,,,20,0,Wed Aug 11 2021 17:59:22 GMT-0300 (Brasilia Standard Time),Wed Aug 11 2021 08:35:28 GMT-0300 (Brasilia Standard Time)
"Laércio Oliveira aliado prioritário de Bolsonaro, Belivaldo e Edvaldo. Votou pelo voto impresso, pela grilagem, pel… https://t.co/jD4CWlyO2Y",belivaldo,,,161365638,alexispedrao,,,20,92,Wed Aug 11 2021 17:59:22 GMT-0300 (Brasilia Standard Time),Wed Aug 11 2021 08:34:27 GMT-0300 (Brasilia Standard Time)
